ErrorType,Rank,IntervalStartDT,HE,Actual_MW,Forecast_MW,BaseForecast_MW,ActualReadCount,Error_MW,AbsError_MW,Underforecast_MW,Overforecast_MW,WeatherGHI_Wm2,GHI_kWh_per_m2,ClearSkyGHI_Wm2,ClearSkyIndex,CloudCoverPct,CloudCoverLowPct,CloudCoverMidPct,CloudCoverHighPct,PerformanceRatio,ResidualCalibrationFactor,SeasonalCalibrationFactor,RegimeCalibrationFactor,PeakCalibrationFactor,TotalCalibrationFactor,ActualQualityFlag,SolarBacktestExcluded,ActualToExpectedRatio,ActualQualityExpected_kWh,ActualQualitySuspiciousHour,ActualReadCoverageRatio,ForecastSource
Underforecast,51,2025-10-03 13:00:00,14,19.00654867,14.254995257545708,10.423290544588385,,-4.751553412454292,4.751553412454292,4.751553412454292,-4.751553412454292,226.36114532652894,0.22636114532652896,746.9288640071223,0.303055827983601,99.05822324713213,99.05822324713213,5.700733867352504,0.8344696129027618,0.7754670783602433,1.3723529034428792,1.0202587765486206,0.9766860638944643,1.0,1.367511967854171,,,,,,,backtest_calibrated
Underforecast,52,2026-01-10 09:00:00,10,6.48417,1.762384230291702,1.1510329386909715,,-4.721785769708298,4.721785769708298,4.721785769708298,-4.721785769708298,9.791426997521855,0.009791426997521854,233.72567751167827,0.04189281683452439,58.58585168622061,47.34950407428609,0.0,23.332179889102303,1.0842278326866002,1.5477180474214436,0.9961376920414934,1.0,1.0,1.5417402836893634,,,,,,,backtest_calibrated
Underforecast,53,2025-12-26 09:00:00,10,6.38690745,1.6784055586471176,1.430370886447965,,-4.708501891352882,4.708501891352882,4.708501891352882,-4.708501891352882,10.619278963087472,0.01061927896308747,230.49266950171082,0.04607208978074963,14.025003586441699,9.5241388817847,7.572758019718931,0.0,0.9564088154160393,1.211744359011647,0.9780982365372631,1.0,1.0,1.1852050206832683,,,,,,,backtest_calibrated
Underforecast,54,2026-05-03 11:00:00,12,19.56722033,14.881228138993883,15.589600206591498,,-4.685992191006118,4.685992191006118,4.685992191006118,-4.685992191006118,402.62638565345094,0.4026263856534509,844.9823450023017,0.47649088532418293,100.0,2.284114693963914,32.138373878945195,100.0,0.624665902464846,0.9805543075625378,0.9970898017447253,0.9766860638944643,1.0,0.954906648474358,,,,,,,backtest_calibrated
Underforecast,55,2026-05-28 14:00:00,15,24.667118,19.99067806137267,20.415282819898497,,-4.676439938627329,4.676439938627329,4.676439938627329,-4.676439938627329,821.6425608840273,0.8216425608840273,952.6795782635631,0.8624542602053301,88.62131251022782,86.18302233384807,73.54967817915504,18.71255040417337,0.422288407000298,0.9715294917044583,0.9970898017447253,1.0099894936859148,1.0,0.978378992266455,,,,,,,backtest_calibrated
Underforecast,56,2026-01-16 09:00:00,10,6.982504,2.322225525069479,1.4922214297642513,,-4.660278474930521,4.660278474930521,4.660278474930521,-4.660278474930521,12.45061345186276,0.01245061345186276,242.5040892920674,0.051341870102930405,64.79974295275247,64.79974295275247,0.0,0.0,1.0842278326866002,1.575091813835095,0.9961376920414934,1.0,1.0,1.569008324187141,,,,,,,backtest_calibrated
Underforecast,57,2026-01-29 09:00:00,10,6.487536,1.8333576206330247,1.3885218670779598,,-4.654178379366976,4.654178379366976,4.654178379366976,-4.654178379366976,16.948351627866014,0.016948351627866017,275.5843597174223,0.06149968614055041,98.66331133543949,38.51357215838685,0.0,98.12253054405532,1.0579248298009434,1.3404225142758524,0.9961376920414934,1.0,1.0,1.3352453897312033,,,,,,,backtest_calibrated
Underforecast,58,2025-12-27 09:00:00,10,6.665188,2.0399821196481955,1.450197819822452,,-4.625205880351804,4.625205880351804,4.625205880351804,-4.625205880351804,11.493634681074173,0.011493634681074174,229.87892426582752,0.04999864479869915,37.84956317013941,37.84956317013941,0.0,0.0,0.9882948987797541,1.451477877984532,0.9780982365372631,1.0,1.0,1.4196879528295197,,,,,,,backtest_calibrated
Underforecast,59,2026-05-26 14:00:00,15,25.44139067,20.83360483445869,20.14287392897214,,-4.607785835541311,4.607785835541311,4.607785835541311,-4.607785835541311,759.8127620830911,0.7598127620830911,950.3972899260862,0.7994685697622127,88.92986501920402,7.399258997615727,88.92986501920402,0.23544418821696503,0.45016153295617123,1.0426682695555807,0.9970898017447253,0.9943115472291554,1.0,1.0337199898479423,,,,,,,backtest_calibrated
Underforecast,60,2026-01-17 09:00:00,10,6.813187,2.2231272056294356,1.4515696329178076,,-4.590059794370564,4.590059794370564,4.590059794370564,-4.590059794370564,10.41621936557392,0.01041621936557392,244.37637404884987,0.04262367590204018,68.06818331934296,68.06818331934296,0.0,0.0,1.0842278326866002,1.550826304176212,0.9961376920414934,1.0,1.0,1.5448365353993307,,,,,,,backtest_calibrated
Underforecast,61,2026-03-01 13:00:00,14,19.83096868,15.240936010617148,13.767857556876482,,-4.590032669382854,4.590032669382854,4.590032669382854,-4.590032669382854,311.90495273404196,0.31190495273404195,672.5516173833872,0.4637635902914511,91.88837471483531,16.180390730994414,90.86152491526597,0.7964485363595794,0.7011711530033808,1.142536779184352,0.9919267716719791,0.9766860638944643,1.0,1.106890836245583,,,,,,,backtest_calibrated
Underforecast,62,2026-04-26 16:00:00,17,11.81805,7.2398492055256485,10.190777720649699,,-4.578200794474351,4.578200794474351,4.578200794474351,-4.578200794474351,310.1955979377424,0.3101955979377424,673.4716345500233,0.46059192700075335,99.29366743534911,99.05822324713213,98.82277905891517,0.0,0.5326485571053172,0.7127858498143007,1.0089658152722663,0.9734690044495896,1.0,0.7001774016089147,,,,,,,backtest_calibrated
Underforecast,63,2026-02-15 11:00:00,12,18.62566879,14.081906478046289,11.314220698881522,,-4.54376231195371,4.54376231195371,4.54376231195371,-4.54376231195371,177.13756849094267,0.17713756849094267,577.9206474047888,0.30650846147545835,47.60269961907384,0.0,40.59370264997982,11.548052546386224,0.9156103882824029,1.2701163988736892,1.0050180479883204,0.9749745088694678,1.0,1.2445451171453765,,,,,,,backtest_calibrated
Underforecast,64,2025-11-08 10:00:00,11,16.322394,11.838172760472565,11.89423601886808,,-4.484221239527434,4.484221239527434,4.484221239527434,-4.484221239527434,175.8937658275003,0.1758937658275003,487.92599960296195,0.36049270989992255,98.10077656714255,98.10077656714255,0.0,0.0,0.8481587278508433,1.0283872494906454,1.0014685557041578,0.9638178261149656,1.0,0.9926335632601277,,,,,,,backtest_calibrated
