Month,Hour,N,Bias_Delta_F,Bias_Std_F,Month_Count,Month_Delta_F,Global_Delta_F,Bias_Source,Applied_Delta_F
8,15,186,-2.4706464193548383,2.940029807866784,4464,0.7662072853942654,1.7938864215061423,month_hour,-2.4706464193548383
8,16,186,-2.4106830752688175,2.8915273975801665,4464,0.7662072853942654,1.7938864215061423,month_hour,-2.4106830752688175
8,17,186,-1.176835365591397,1.852786422786092,4464,0.7662072853942654,1.7938864215061423,month_hour,-1.176835365591397
8,18,186,-0.9437356935483874,2.005523980918346,4464,0.7662072853942654,1.7938864215061423,month_hour,-0.9437356935483874
8,19,186,-0.8470943655913978,2.3446717431830555,4464,0.7662072853942654,1.7938864215061423,month_hour,-0.8470943655913978
8,20,186,0.4738052419354838,2.951345663019099,4464,0.7662072853942654,1.7938864215061423,month_hour,0.4738052419354838
8,21,186,0.888317279569893,2.9296932729113196,4464,0.7662072853942654,1.7938864215061423,month_hour,0.888317279569893
8,22,186,1.013395962365592,2.94517692647151,4464,0.7662072853942654,1.7938864215061423,month_hour,1.013395962365592
8,23,186,1.2885263817204307,2.9096453866398364,4464,0.7662072853942654,1.7938864215061423,month_hour,1.2885263817204307
9,0,180,0.6742778555555552,2.347222943945023,4320,0.404588792361111,1.7938864215061423,month_hour,0.6742778555555552
9,1,180,0.8310761888888886,2.195252883331736,4320,0.404588792361111,1.7938864215061423,month_hour,0.8310761888888886
9,2,180,1.1815860499999997,2.0776554569165158,4320,0.404588792361111,1.7938864215061423,month_hour,1.1815860499999997
9,3,180,1.3033888388888888,2.101346863015121,4320,0.404588792361111,1.7938864215061423,month_hour,1.3033888388888888
9,4,180,1.3545518444444449,2.0257816036866156,4320,0.404588792361111,1.7938864215061423,month_hour,1.3545518444444449
9,5,180,1.0372301611111114,1.756995183963066,4320,0.404588792361111,1.7938864215061423,month_hour,1.0372301611111114
9,6,180,1.6395796666666664,1.85302410399894,4320,0.404588792361111,1.7938864215061423,month_hour,1.6395796666666664
9,7,180,2.488627505555556,2.015979963948696,4320,0.404588792361111,1.7938864215061423,month_hour,2.488627505555556
9,8,180,2.593240805555556,2.229487543717947,4320,0.404588792361111,1.7938864215061423,month_hour,2.593240805555556
9,9,180,2.5658112833333333,2.6177892262148976,4320,0.404588792361111,1.7938864215061423,month_hour,2.5658112833333333
9,10,180,1.6632600833333333,2.9400141541350946,4320,0.404588792361111,1.7938864215061423,month_hour,1.6632600833333333
9,11,180,0.8456360999999991,2.9848897796644254,4320,0.404588792361111,1.7938864215061423,month_hour,0.8456360999999991
9,12,180,-0.4316023500000003,2.882688836707137,4320,0.404588792361111,1.7938864215061423,month_hour,-0.4316023500000003
9,13,180,-1.2966975500000006,2.7905019117862455,4320,0.404588792361111,1.7938864215061423,month_hour,-1.2966975500000006
9,14,180,-2.027487538888889,2.7061510386816594,4320,0.404588792361111,1.7938864215061423,month_hour,-2.027487538888889
9,15,180,-2.3134420444444443,2.5628980269604726,4320,0.404588792361111,1.7938864215061423,month_hour,-2.3134420444444443
9,16,180,-2.333149827777778,2.4865912857497934,4320,0.404588792361111,1.7938864215061423,month_hour,-2.333149827777778
9,17,180,-1.1687078444444443,1.9730537740828695,4320,0.404588792361111,1.7938864215061423,month_hour,-1.1687078444444443
9,18,180,-0.9030819499999997,1.8763689512256785,4320,0.404588792361111,1.7938864215061423,month_hour,-0.9030819499999997
9,19,180,0.25279279999999976,2.8769625776139907,4320,0.404588792361111,1.7938864215061423,month_hour,0.25279279999999976
9,20,180,0.3772509777777774,3.2870320101607926,4320,0.404588792361111,1.7938864215061423,month_hour,0.3772509777777774
9,21,180,0.16430290555555546,3.05990980188531,4320,0.404588792361111,1.7938864215061423,month_hour,0.16430290555555546
9,22,180,0.5830219055555558,2.805149992266875,4320,0.404588792361111,1.7938864215061423,month_hour,0.5830219055555558
9,23,180,0.62866515,2.4371214753031705,4320,0.404588792361111,1.7938864215061423,month_hour,0.62866515
10,0,186,1.3742500430107527,1.9559244909638633,4464,1.1963781323924731,1.7938864215061423,month_hour,1.3742500430107527
10,1,186,1.3022908333333336,2.023067262160637,4464,1.1963781323924731,1.7938864215061423,month_hour,1.3022908333333336
10,2,186,1.1892033494623662,2.2166209630757336,4464,1.1963781323924731,1.7938864215061423,month_hour,1.1892033494623662
10,3,186,1.2325451129032257,2.3631170340169265,4464,1.1963781323924731,1.7938864215061423,month_hour,1.2325451129032257
10,4,186,1.0712880107526879,2.389940251043647,4464,1.1963781323924731,1.7938864215061423,month_hour,1.0712880107526879
10,5,186,0.9332239032258064,2.084330552505749,4464,1.1963781323924731,1.7938864215061423,month_hour,0.9332239032258064
10,6,186,1.9549873064516132,2.299532264677249,4464,1.1963781323924731,1.7938864215061423,month_hour,1.9549873064516132
10,7,186,2.2960478763440864,2.4043730962372396,4464,1.1963781323924731,1.7938864215061423,month_hour,2.2960478763440864
10,8,186,3.191600655913979,2.2638333293903465,4464,1.1963781323924731,1.7938864215061423,month_hour,3.191600655913979
10,9,186,3.059027080645161,2.4007287269301396,4464,1.1963781323924731,1.7938864215061423,month_hour,3.059027080645161
10,10,186,2.5856589408602155,2.3851432773666468,4464,1.1963781323924731,1.7938864215061423,month_hour,2.5856589408602155
10,11,186,1.909147801075269,2.093654205689143,4464,1.1963781323924731,1.7938864215061423,month_hour,1.909147801075269
10,12,186,0.9939299139784945,2.182754995020807,4464,1.1963781323924731,1.7938864215061423,month_hour,0.9939299139784945
10,13,186,0.4034480913978494,2.1144010426766653,4464,1.1963781323924731,1.7938864215061423,month_hour,0.4034480913978494
10,14,186,-0.027484327956989137,2.1331708135121263,4464,1.1963781323924731,1.7938864215061423,month_hour,-0.027484327956989137
10,15,186,-0.323187440860215,2.2688768192660795,4464,1.1963781323924731,1.7938864215061423,month_hour,-0.323187440860215
10,16,186,-0.4076330215053766,2.3721437019576133,4464,1.1963781323924731,1.7938864215061423,month_hour,-0.4076330215053766
10,17,186,-0.04929532258064503,1.766702012071335,4464,1.1963781323924731,1.7938864215061423,month_hour,-0.04929532258064503
10,18,186,1.1797394462365591,2.3186229643992555,4464,1.1963781323924731,1.7938864215061423,month_hour,1.1797394462365591
10,19,186,1.5155136774193545,3.0914712915213185,4464,1.1963781323924731,1.7938864215061423,month_hour,1.5155136774193545
