Stage,ForecastColumn,Replay_Horizon_Bucket,CloudCoverBucket,SolarLossBucket,Hour,N,Actual_Mean_MWH,Forecast_Mean_MWH,Bias_MWH,MAE_MWH,MAPE_PCT,Underforecast_Rate_PCT,P90_AbsError_MWH,Max_Underforecast_MWH,Max_Overforecast_MWH,RMSE_MWH
lgb_component,LGB_Pred_MWH,Days8to16,Clear/Low,Extreme,12,2,185.63299999999998,210.90681443302248,-25.27381443302248,25.27381443302248,13.421182394513636,0.0,32.54879540234367,-16.180088221370994,34.367540644673966,26.860036344117866
lgb_component,LGB_Pred_MWH,Days8to16,Mostly Cloudy,Medium,14,1,189.6312,214.40269906426056,-24.771499064260553,24.771499064260553,13.062987031807294,0.0,24.771499064260553,-24.771499064260553,24.771499064260553,24.771499064260553
lgb_component,LGB_Pred_MWH,Day1,Overcast,High,12,1,212.925,236.4679109344212,-23.5429109344212,23.5429109344212,11.056903104107644,0.0,23.5429109344212,-23.5429109344212,23.5429109344212,23.5429109344212
lgb_component,LGB_Pred_MWH,Days2to7,Overcast,Medium,15,1,241.318358,264.32910191560376,-23.01074391560377,23.01074391560377,9.53543033622157,0.0,23.01074391560377,-23.01074391560377,23.01074391560377,23.01074391560377
lgb_component,LGB_Pred_MWH,Day1,Mostly Cloudy,None,14,1,186.075341,166.81298559515037,19.262355404849643,19.262355404849643,10.351911919833398,100.0,19.262355404849643,19.262355404849643,0.0,19.262355404849643
lgb_component,LGB_Pred_MWH,Day1,Mostly Cloudy,Extreme,11,1,196.959,215.7710657007967,-18.812065700796694,18.812065700796694,9.551259754972708,0.0,18.812065700796694,-18.812065700796694,18.812065700796694,18.812065700796694
lgb_component,LGB_Pred_MWH,Days2to7,Overcast,Extreme,13,2,210.81314149999997,225.52131463736072,-14.708173137360731,18.45326415874588,8.191014014882239,50.0,30.21980266863447,3.74509102138515,33.16143729610661,23.597739619527864
lgb_component,LGB_Pred_MWH,Days8to16,Overcast,High,12,2,190.32982900000002,205.78702490679663,-15.457195906796628,15.457195906796628,7.777714622767302,0.0,20.444753094676862,-9.222749421946332,21.691642391646923,16.667130175094712
lgb_component,LGB_Pred_MWH,Days8to16,Some Clouds,Extreme,12,1,123.229075,138.51722548523446,-15.288150485234468,15.288150485234468,12.406285193031326,0.0,15.288150485234468,-15.288150485234468,15.288150485234468,15.288150485234468
lgb_component,LGB_Pred_MWH,Day1,Mostly Cloudy,None,13,1,169.701191,154.534373268898,15.166817731101986,15.166817731101986,8.937366698329175,100.0,15.166817731101986,15.166817731101986,0.0,15.166817731101986
lgb_component,LGB_Pred_MWH,Day1,Mostly Cloudy,Extreme,13,1,239.728,253.59967997728586,-13.87167997728585,13.87167997728585,5.786424605088205,0.0,13.87167997728585,-13.87167997728585,13.87167997728585,13.87167997728585
lgb_component,LGB_Pred_MWH,Days8to16,Partly Cloudy,High,11,1,166.846666,180.19851745385935,-13.351851453859354,13.351851453859354,8.002468238627767,0.0,13.351851453859354,-13.351851453859354,13.351851453859354,13.351851453859354
lgb_component,LGB_Pred_MWH,Days8to16,Clear/Low,High,12,2,207.099983,194.69982967644933,12.400153323550697,12.400153323550697,5.573574110624177,100.0,18.53487891356962,20.06856031107435,0.0,14.579721128124056
lgb_component,LGB_Pred_MWH,Days2to7,Mostly Cloudy,None,13,3,196.61096933333332,192.88694688083578,3.7240224524975454,12.347782179721273,5.776790552173877,33.33333333333333,21.46403353467332,24.10770694832823,10.889339880053683,15.318252727124232
lgb_component,LGB_Pred_MWH,Day1,Mostly Cloudy,High,11,1,144.303925,132.14652232266053,12.157402677339462,12.157402677339462,8.424859321975797,100.0,12.157402677339462,12.157402677339462,0.0,12.157402677339462
lgb_component,LGB_Pred_MWH,Days8to16,Overcast,Extreme,12,3,147.300058,157.83505659614283,-10.534998596142836,11.819966374662053,7.381597432772516,33.33333333333333,23.925179988768704,1.9274516677788256,28.697817495878724,16.838977065246503
lgb_component,LGB_Pred_MWH,Days8to16,Mostly Cloudy,None,15,2,253.653179,243.08831086434486,10.564868135655118,11.751957792995725,5.681291179008283,50.0,20.20385230151982,22.316825928650843,1.1870896573406071,15.802688084377728
